Código,Nome da Sociedade,Data,Data_original,Endereço,Licença,Estatuto,Notação-GIFI,Tipo de licença,Obs,Presidente,Licença anterior,Nomes/Sujeitos,Doc policial,Tipo_licenca_categoria,Tipo_licenca_componentes
895,clube dançante carnavalesco reino da lua,1914-02-09,09/02/1914,estrada da tijuca,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
896,grupo dos avacelhudos [?],1914-02-05,05/02/1914,catumby,0,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
897,grupo carnavalesco flor da magnólia,1914-02-12,12/02/1914,,0,0,6c408,sair no carnaval,,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
898,clube carnavalesco flor do anadarai,1914-01-31,31/01/1914,"rua barão de mesquita, 944",1,0,6c408,licença anual,,,0,0,0,licenca_anual,licenca_anual
899,grupo carnavalesco infantil de sta cruz,1914-01-31,31/01/1914,sta cruz,1,0,6c408,"aprovação de estatutos, licença anual, sair n carnaval",,,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
900,grupo carnavalesco filhos da matta,1914-02-21,21/02/1914,"morro de s. lourenço, 16",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
901,grupo carnavalesco somos irmãos,1914-02-20,20/02/1914,"rua do riachuelo, 111",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
902,grupo carnavalesco estrela de ouro,1914-02-21,21/02/1914,niteroi,0,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
903,sociedade dançante carnavalesca brilho das moças,1914-02-18,18/02/1914,"rua dr. Manoel victorino, 256",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
904,sociedade carnavalesca borboletas vaidosas,1914-02-20,20/02/1914,jacarepagua,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
905,clube dos furrecas,1914-02-26,26/02/1914,sta cruz,1,0,6c408,licença anual,,,0,0,0,licenca_anual,licenca_anual
906,sociedade recreativa carnavalesca perfume das flores,1914-01-16,16/01/1914,ilha do governador,1,0,6c408,licença anual,,,0,0,0,licenca_anual,licenca_anual
907,sociedade dançante paladinos brasileiros,1914-01-15,15/01/1914,"rua senador euzebio, 10",1,0,6c408,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
908,grupo carnavalesco estrela de prata,1914-01-28,28/01/1914,"rua fagima, 76, sepetiba",1,1,6c408,"aprovação de estatutos, licença anual, sair n carnaval",,,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
909,grêmio carnavalesco filhos dos tres jacarés,1914-01-28,28/01/1914,"rua pedro telles, 33",1,0,6c408,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
910,grupo carnavalesco como é... Eu não provo da sopa,1914-02-17,17/02/1914,"rua dr. Rego barros, 41",0,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
911,clube de cascadura,1914-02-21,21/02/1914,"rua d. pedro, 113'",0,0,6c408,sair no carnaval,croquis e itinerário,carlos coutinho,1,0,0,desfile_carnavalesco,desfile_carnavalesco
912,clube dos mokas,1914-02-19,19/02/1914,"rua estácio de sá, 77",0,0,6c408,sair no carnaval,croquis,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
913,clube dos endiabrados dos coqueiros,1914-01-24,24/01/1914,"rua guanabara, 49",1,0,6c408,sair no carnaval,,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
914,grupo carnavalesco paz e amor,1913-12-23,23/12/1913,ilha do governdor,1,0,6c408,licença anual e mudança de nome,,,1,0,0,licenca_anual,licenca_anual|mudanca_administrativa
915,clube tenentes do diabo,1914-02-23,23/02/1914,rua do passeio,1,0,6c408,siar dia 24/02,itinerário,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
916,clube carnavalesco teimosos de madureira,1914-02-20,20/02/1914,"rua marechal rangel, 220",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
917,bloco carnavalesco kiosque saudade ideal,1914-02-23,23/02/1914,"praça maua, 73",1,0,6c408,passeata 23 e 24/02,,,0,0,0,passeata,passeata
918,grupo carnavalesco pérola do amor,1914-02-21,21/02/1914,"rua presidente barroso, 24",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
919,grupo carnavalesco pingo de ouro,1914-02-07,07/02/1914,rua deolinda 25,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
920,grupo carnavalesco lira dos lavradores,1914-02-12,12/02/1914,guaratiba,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
921,grupo carnavalesco flor da lavra,1914-02-12,12/02/1914,guaratiba,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
922,grupo carnavalesco relampagos de guaratiba,1914-02-12,12/02/1914,guaratiba,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
923,grupo carnavalesco flor do mato alto,1914-02-12,12/02/1914,guaratiba,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
924,sociedade dançante habitantes da lua,1914-01-19,19/01/1914,"rua pedro américo, 32",1,0,6c408,licença anual,,,0,0,0,licenca_anual,licenca_anual
925,grupo carnavalesco afilhados do prazer do castelo,1914-02-21,21/02/1914,"rua olicia maia, 23, madureira",1,0,6c408,sair no carnaval,crianças,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
926,clube carnavalesco rainha das flores,1914-02-12,12/02/1914,ilha do governador,1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
927,grupo carnavalesco união das mariposas,1914-02-19,19/02/1914,"rua theodoro da silva, 149",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
928,sociedade dançante carnavalesca paraiso das flores,1914-02-17,17/02/1914,ilha do governador,1,0,6c408,sair no carnaval,,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
929,sociedade dançante carnavalesca suspiro do amor,1914-01-29,29/01/1914,"rua dr. Paulo de frontin, 93",1,0,6c408,sair no carnaval,debate,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
930,bloco carnavalesco carestia da vida,1914-02-19,19/02/1914,"rua dr. Leal, 12",0,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
931,clube carnavalesco perfume das flores,1914-02-22,22/02/1914,"rua formaosa, ilha do governador",0,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
932,grupo das ostras,1914-02-17,17/02/1914,"praça marechal deodoro, 69",1,0,6c408,sair no carnaval,itinerário e croqui,luis santos,0,0,0,desfile_carnavalesco,desfile_carnavalesco
933,rancho carnavalesco amor perfeito,1914-02-14,14/02/1914,copacabana,0,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
934,grupo carnavalesco cartolas do alcantara,1914-02-20,20/02/1914,"rua benedicto hyppolito, 217",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
935,sociedade dançante carnavalesca flor das bananeiras,1914-02-11,11/02/1914,"rua carlos zavier, 64, d. clara",1,0,6c408,sair no carnaval,debate,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
936,grêmio carnavalesco filhos do oceano,1914-01-22,22/01/1914,sepetiba,1,1,6c408,"aprovação de estatutos, licença anual e sair no carnaval",,,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
937,sociedade carnavalesca união das rosas,1914-01-21,21/01/1914,"rua maria josé, 66",1,0,6c408,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
938,sociedade dançante carnavalesca ideal dos amores,1913-12-30,30/12/1913,"rua carlos gomes, 97",1,0,6c408,licença anual e sair no carnaval,operários,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
939,clube carnavalesco filhos dos caprichosos dos cajueiros,1914-02-11,11/02/1914,"rua senador pompeu, 254",1,0,6c408,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
940,sociedade dançante carnavalesca prazer da mociedade da cidade nova,1914-02-17,17/02/1914,"rua barão de angra, 22",1,1,6c408,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
941,sociedade carnavalesca pingas de bangu,1914-02-18,18/02/1914,"estrada real de sta cruz, 266",0,0,6c408,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
942,grêmio carnavalesco prazer do castelo,1914-01-15,15/01/1914,"rua do castelo, 13",1,0,6c408,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
943,grêmio carnavalesco frascorebos,1914-01-28,28/01/1914,"rua de sta ana, 79",1,0,6c408,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
944,sociedade dançante carnavalesca vamos ver para o futuro,1914-01-27,27/01/1914,"rua senhor de marozinho, 84",1,1,6c408,"aprovação de estatutos, licença anual e sair no carnaval",,,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
945,sociedade dançante carnavalesca bateria do inferno,1914-01-29,29/01/1914,"rua isidoro gonçalves, 17",1,0,6c408,licença anual e sair no carnaval,,felix moreira de jesus,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
946,grupo carnavalesco amadores e familiar,1914-02-04,04/02/1914,"rua maria teixeira, s/n,",1,0,6c408,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
947,grupo carnavalesco filhos da candinha,1914-02-18,18/02/1914,"rua do livramento, 91",1,0,6c408,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
948,rancho carnavalesco macaco é outro,1914-01-29,29/01/1914,"rua benedicto hyppolito, 210",1,0,6c408,licença anual e sair no carnaval,sócios e diretoria,manoel agobar da silva,0,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
949,sociedade dançante carnavalesca destemidos das flores da cidade nova,1914-02-17,17/02/1914,"rua d. felicidade, 15",1,1,6c408,"aprovação de estatutos, licença anual e sair no carnaval",,,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
950,grêmio carnavalesco martires da inveja do engenho de dentro,1914-01-28,28/01/1914,"rua luiza, 43",1,0,6c408,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
951,grupo carnavalesco união das florestas,1914-01-27,27/01/1914,campo grande,1,0,6c408,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
952,sociedade dançante carnavalesca chiveiro de prata,1913-01-23,23/01/1913,rua  da passagem 84,0,0,6c432,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
953,grupo carnavalesco estrela de ouro do riachuelo,1913-12-31,31/12/1913,"rua 24 de maio, 224",1,0,6c432,passeata 31/12,,,0,0,0,passeata,passeata
954,congresso dos democraticos,1913-01-13,13/01/1913,"rua josé domingos, 51",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
955,sociedade musical prazer da glória,1913-09-16,16/09/1913,"rua do catete, 257",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
956,sociedade dançante familiar carnavalesca flores abandonadas,1913-01-08,08/01/1913,"rua do estácio de sá, 70",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
957,sociedade dançante carnavalesca recreio das flores,1913-01-24,24/01/1913,"rua do livramento, 83",0,0,6c432,licença anual,,dario oliveira,0,0,0,licenca_anual,licenca_anual
958,sociedade dançante carnavalesca união da floresta,1913-01-20,20/01/1913,"rua dr. Prudente de morais 133, dr. Frontin",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
959,grupo carnavalesco estrela da vaidade,1913-01-11,11/01/1913,"rua do morro, 353, estácio de sá",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
960,grupo carnavalesco filhos do prazer do castelo,1913-01-07,07/01/1913,"rua do castelo, 42",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
961,sociedade dançante carnavalesca recreio das flores,1913-01-24,24/01/1913,"rua do livramento, 83",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
962,clube carnavalesco filhos da flor do caju,1913-01-27,27/01/1913,"praia do cju, 95",1,0,6c432,licença anual e sair no carnaval,empregados fábrica de tecidos bangu,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
963,grêmio amadores da flor de são joão,1913-05-26,26/05/1913,"rua real grandeza, 268",1,0,6c432,"aprovação de estatutos, licença anual",,,0,0,0,estatutos_anual,estatutos|licenca_anual
964,clube recreativo beija flor,1913-02-13,13/02/1913,"rua conde leopoldina, 86",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
965,sociedade carnavalesca familiar união das rosas,1913-01-02,02/01/1913,"rua carlos xavier, 61, d. clara",1,0,6c432,licença anual e sair no carnaval,operarios,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
966,clube carnavalesco filhos da patria,1913-01-07,07/01/1913,"rua barão da gamboa, 19",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
967,sociedade dançante carnavalesca filhos de chuveiro de prata,1913-01-14,14/01/1913,"rua nova de são luiz, 110",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
968,clube parisiense,1912-12-28,28/12/1912,"avenida rio branco, 179",1,0,6c432,aprovação de estatutos e licença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
969,sociedade carnavalesca brilho das moças,1913-07-17,17/07/1913,"rua dr. Manoel victorino, 256",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
970,sociedade dançante carnavalesca lirio dos amores,1913-04-29,29/04/1913,"rua maria josé, 113",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
971,clube carnavalesco herois cajueiros,1913-01-16,16/01/1913,"praia do caju, 17",1,0,6c432,passeata dia 26/01,,,0,0,0,passeata,passeata
972,clube dançante carnavalesco flor do amor,1913-01-17,17/01/1913,"rua barão, 55",1,0,6c432,sair no carnaval,operários,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
973,zé-pereira [anúncio cervejaria bohemia],1913-12-31,31/12/1913,"rua senador pompeu, 295",1,0,6c432,sair com zé-pereira 31/12,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco|ze_pereira
974,sociedade dançante carnavalesca flor da romã,1913-01-28,28/01/1913,"rua d. marciana, 153",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
975,grupo carnavalesco a chave está aqui,1913-01-18,18/01/1913,"rua valença, 48, catumbi",1,0,6c432,sair no carnaval,"socios, moradias e profissões",galdino de oliveira,0,1,0,desfile_carnavalesco,desfile_carnavalesco
976,clube carnavalesco filhos do castelo de ouro,1913-01-08,08/01/1913,"travessa de s. sebastião, 41",1,0,6c432,sair no carnaval,"socios, moradias e profissões",,0,1,0,desfile_carnavalesco,desfile_carnavalesco
977,clube elite de são christóvão,1913-02-17,17/02/1913,"rua s. luizgonsaga, 59",1,0,6c432,licença anual e sair no carnaval,"socios, moradias e profissões",,0,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
978,clube carnavalesco democraticos de madureira,1913-01-31,31/01/1913,"rua domingos lopes, 261",1,0,6c432,sair no carnaval,croquis,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
979,grupo carnavalesco união da floresta,1913-01-14,14/01/1913,campo grande,1,1,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
980,clube pingas carnavalescos,1913-01-25,25/01/1913,rua do engenho de dentro 41,1,0,6c432,sair no carnaval,croquis e itinerário,antenor da silva lobo,0,0,0,desfile_carnavalesco,desfile_carnavalesco
981,grêmio carnavalesco prazer do castelo,1913-01-07,07/01/1913,"rua do castelo, 52",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
982,clube carnavalesco filhos da candinha,1913-01-13,13/01/1913,"rua berq?. 80, piedade",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
983,sociedade dançante carnavalesca suspiros do amor,1913-01-08,08/01/1913,"rua sr. Paulo frontin, 93",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
984,grêmio recreativo de ramos,1913-08-23,23/08/1913,,1,1,6c432,"aprovação de estatutos, licença anual",,,0,0,0,estatutos_anual,estatutos|licenca_anual
985,clube dos fidalgos carnavalescos,1913-01-14,14/01/1913,"rua carolina meyer, 16",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
986,grupo silenciosos de realengo,1913-01-17,17/01/1913,"estrada real de sta cruz, 64",1,0,6c432,sair no carnaval,croquis,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
987,clube dos guanabarinos carnavalescos,1913-01-21,21/01/1913,"rua silva jardim, 35",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
988,clube de democráticos de frotin,1913-01-23,23/01/1913,"rua elias da silva, 251",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
989,grupo carnavalesco cometas de madureira,1913-01-07,07/01/1913,"rua dominfos fernandes, 4",1,0,6c432,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
990,sociedade carnavalesca recordações do passado,1913-01-18,18/01/1913,"rua de são carlos, 56",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
991,clube carnavalesco flor do andarai,1913-01-28,28/01/1913,rua barão de mesquita,1,0,6c432,sair domingo de carnaval,croquis,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
992,sociedade dançante recreativa carnavalesca perfume das flores,1913-01-21,21/01/1913,"praia jequia, 14 A ilha do governador",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
993,clube liga africana,1913-01-21,21/01/1913,"rua barão de são felix, 174",1,0,6c432,licença anual,,joão martins,1,0,0,licenca_anual,licenca_anual
994,grupo carnavalesco tres jacarés,1913-01-23,23/01/1913,jacarepaguá,1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
995,grupo carnavalesco flor da esperança,1913-01-23,23/01/1913,"travessa constantino coelho, 12",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
996,clube dos pepinos,1913-01-24,24/01/1913,"rua dr. Niemyer, 69, engenho de dentro",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
997,grêmio dançante carnavalesco da magnolia,1913-12-23,23/12/1913,"rua de são carlos, 76",1,0,6c432,passeata 21/12,"socios, moradias, profissões",,0,1,0,passeata,passeata
998,clube dançante retiro da américa,1913-12-29,29/12/1913,"rua da saúde, 333",1,0,6c432,passeata 31/12,,,0,0,0,passeata,passeata
999,clube carnavalesco herois brasileiros,1913-12-26,26/12/1913,"rua da gamboa, 149",1,0,6c432,passeata 31/12,,,0,0,0,passeata,passeata
1000,sociedade dançante carnavalesca filhos do chiveiro de prata,1913-03-22,22/03/1913,"rua nova de s. luiz, 110",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
1001,clube progressistas suburbanos,1913-03-17,17/03/1913,"rua santo carvalho, 38",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
1002,grêmio carnavalesco triunfo do engenho de dentro,1913-01-06,06/01/1913,"rua luiza, 40",1,0,6c432,licença anual e sair no carnaval,operários da e. f. central do brasil,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1003,sociedade dançante familiar anjos da meia noite,1913-01-15,15/01/1913,"rua camerino, 6",1,0,6c432,licença anual,"socios, moradias, profissões",victorino gonçalves,1,1,0,licenca_anual,licenca_anual
1004,sociedade dançante carnavalesca yaya formosa,1913-01-25,25/01/1913,"rua do chichorro, 107",1,0,6c432,licença anual,"socios, moradias, profissões",pedro de paulo rodrigues,1,1,0,licenca_anual,licenca_anual
1005,sociedade dançante democrata clube,1913-07-16,16/07/1913,"rua getulio, 12",1,1,6c432,aprovação de estatutos elicença anual,,,0,0,0,estatutos_anual,estatutos|licenca_anual
1006,clube dançante carnavalesco lira dos operários,1913-01-10,10/01/1913,"parque d. carolina, 1, vila isabel",1,0,6c432,licença anual,,josé augusto (secretario),1,0,0,licenca_anual,licenca_anual
1007,grêmio carnavalesco destemidos do inferno,1913-01-24,24/01/1913,"rua senhor dos passos, 135",1,0,6c432,sair no carnaval,,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
1008,grêmio carnavalesco frascorebos,1913-01-23,23/01/1913,"rua v. de itauna, 111",1,0,6c432,"aprovação de estatutos, licença anual e sair no carnaval",,,0,0,0,estatutos_anual_desfile,desfile_carnavalesco|estatutos|licenca_anual
1009,clube carnavalesco filhos do castelo de ouro,1913-01-02,02/01/1913,travessa de são sebastião 41,1,1,6c432,"aprovação de estatutos, licença anual",,,0,0,0,estatutos_anual,estatutos|licenca_anual
1010,clube carnavalesco destemidos do conselheiro,1913-12-24,24/12/1913,"rua conselheiro zacharias, 148",1,0,6c432,passeata 31/12,,augusto da silva reis sobrinho,1,0,0,passeata,passeata
1011,clube carnavalesco democráticos de madureira,1913-01-20,20/01/1913,"rua domingos lopes, 261",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
1012,clube carnavalesco caprichosos da vitoria,1913-01-06,06/01/1913,"rua maria josé, 68",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
1013,clube carnavalesco flor do andarai,1913-01-14,14/01/1913,"rua barão de mesquita, 944",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1014,grupo carnavalesco herois basileiros,1913-01-25,25/01/1913,campo grande,1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
1015,pierrot clube,1913-01-28,28/01/1913,"rua barão do ladario, 26",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1016,grupo das ostias,1913-12-24,24/12/1913,"praça marechal deodoro, 69",1,0,6c432,passeata 31/12,,,1,0,0,passeata,passeata
1017,clube dos executivos,1912-12-28,28/12/1912,"avenida mem de sá, 8",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1018,bloco democrata de botafogo,1913-01-03,03/01/1913,"rua são clemente, 40",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1019,grêmio carnavalesco destemidos do inferno,1913-01-11,11/01/1913,"rua senhor dos passos, 131",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
1020,zé-pereira [anúncio],1913-01-21,21/01/1913,"rua do catumbi, 104",1,0,6c432,zé-pereira [anúncio],,,1,0,0,ze_pereira,ze_pereira
1021,paladino cluber,1913-01-10,10/01/1913,"rua general camara, 241",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1022,clube dos zuavos carnavalescos,1913-01-17,17/01/1913,"rua maranguape, 24, sobrado",1,0,6c432,licença anual,,estácio de sá e benevides (secretário),1,0,0,licenca_anual,licenca_anual
1023,sociedade dançante familiar flor da terra nova,1913-01-15,15/01/1913,"rua francisco ?, 92",1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1024,clube socialista carnavalesco,1913-03-07,07/03/1913,"praça tiradentes, 89",1,0,6c432,licença anual e transferencia de sede,,,0,0,0,licenca_anual,licenca_anual|mudanca_administrativa
1025,clube dançante carnavalesco flor do amor,1912-12-27,27/12/1912,"rua barão, 55, jacarepagua",1,1,6c432,aprovação de estatutos e licença anual,lavradores e operários,,0,0,0,estatutos_anual,estatutos|licenca_anual
1026,clube resistentes de D. Clara,1913-01-30,30/01/1913,"rua maria josé, 98",1,0,6c432,sair no carnaval,,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
1027,sociedade dançante carnavalesca guerreiros de são diogo,1913-01-11,11/01/1913,"rua general camara, 349",1,0,6c432,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1028,clube dos chineses,1913-01-14,14/01/1913,"rua marechal floriano peixoto, 21",1,0,6c432,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1029,bloco dançante carnavalesco deusa do amor,1913-01-03,03/01/1913,"rua do leão, 3",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1030,clube carnavalesco caprichosos da mocidade de benfica,1913-01-08,08/01/1913,"rua de benfica, 254",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
1031,clube carnavalesco retiro da américa,1913-01-11,11/01/1913,"rua da saude, 333",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1032,clube carnavalesco caprichosos dos  cajueiros,1913-01-10,10/01/1913,"rua dos cajueiros, 47",1,0,6c432,licença anual e sair no carnaval,,,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1033,grupo dançante carnavalesco bateria do inferno,1913-01-08,08/01/1913,"rua isidoro gonçalves, 17",1,0,6c432,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1034,sociedade dançante carnavalesco ameno resedá,1913-01-10,10/01/1913,"rua dr. Correa dutra, 131",1,0,6c432,licença anual e sair no carnaval,,maximiniano martins,0,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1035,clube tenentes do diabo,1913-01-09,09/01/1913,,1,0,6c432,licença anual,,,1,0,0,licenca_anual,licenca_anual
1036,gêmio infantil de s. josé,1913-01-16,16/01/1913,"rua bambina, 133",1,0,6c432,licença anual,,,0,0,0,licenca_anual,licenca_anual
1037,grêmio dançante carnavalesco martires da inveja do engenho de dentro,1913-01-18,18/01/1913,"rua luiza, 43",0,0,6c432,sair no carnaval,operários,,1,0,0,desfile_carnavalesco,desfile_carnavalesco
1038,clube dos tenentes do diabo,1913-01-09,09/01/1913,,1,0,6c432,passeata 19/01,,,1,0,0,passeata,passeata
1039,grupo carnavalesco filhos do brasil,1913-01-16,16/01/1913,"rua da pavuna, 42",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
1040,clube mixto dos caiadores,1913-01-16,16/01/1913,ru cardoso marinho,1,0,6c432,licença anual e sair no carnaval,,,1,0,0,desfile_anual,desfile_carnavalesco|licenca_anual
1041,grupo dos cartolas,1913-01-21,21/01/1913,"rua dos cajueiros, 27",1,0,6c432,sair no carnaval,,,0,0,0,desfile_carnavalesco,desfile_carnavalesco
1042,sociedade dançante carnavalesca familiar ideal dos amores,1913-01-18,18/01/1913,"rua carlos gomes, 97, D. Clara",1,1,6c432,licença anual e sair no carnaval,"socios, moradias e profissões",ricardo silva,0,1,0,desfile_anual,desfile_carnavalesco|licenca_anual
